ulasan,sentiment
"Setelah pembukaan yang sangat menakutkan dan kasar yang memberi Anda perasaan ""pembantaian Chainsaw"" yang menyeramkan, semuanya berantakan.<br /><br />PERINGATAN SPOILER: Begitu dua petugas FBI mulai menyerang, Anda tahu bahwa merekalah pembunuh sebenarnya. Siapa pun yang sudah cukup banyak menonton film ""tertipu-ya"" ini bisa mengetahuinya.<br /><br />Film ini dibuat dengan satu hal: Untuk menggambarkan pembunuhan brutal. Lalu mengapa gadis kecil itu tidak disiksa dan dibunuh juga? Akankah ini menjadi hal berikutnya bagi kita para penonton film? Penyiksaan dan pelecehan terhadap anak-anak? Ada apa dengan kalian? Lynch benar-benar memiliki pikiran yang menjijikkan dan jelek.",negative
"Saya tidak bisa berkata banyak tentang film ini. Saya pikir ini sudah menjelaskannya sendiri (seperti halnya peringkat saat ini di sini). Saya menyewa ini sekitar dua tahun lalu dan saya sangat menyesalinya. Aku bahkan /mencoba/ menyukainya dengan menontonnya dua kali, tapi aku tidak bisa. Saya dapat dengan aman mengatakan bahwa saya sama sekali tidak ingin melihat waktu yang terbuang sia-sia ini lagi. Dan saya bukan orang yang suka menjelek-jelekkan film, tapi menurut saya ini jelek. Itu sama sekali tidak lucu. Satu-satunya bagian yang saya nikmati adalah beberapa adegan dengan Christopher Walken di dalamnya. Saya pikir film ini menghancurkan Jack Black dan Ben Stiller bagi saya. Yang terpikir olehku saat aku menonton salah satu film mereka sekarang hanyalah film jelek ini, dan itu mengingatkanku untuk tidak menyia-nyiakan uangku. Amy Poehler juga sangat menyebalkan.<br /><br />Secara keseluruhan, saya pikir Anda mengerti maksud saya. Ngomong-ngomong, bintang-bintang itu untuk Walken.",negative
"Saya belum terlalu tua sehingga saya tidak ingat pernah menertawakan Bobcat Goldthwait beberapa kali. Namun di beberapa titik, selama bertahun-tahun dalam penyalahgunaan narkoba, dia kehilangan selera humor dan juga sel-sel otaknya.<br /><br />Sejak film ini dibuka, Anda tidak akan mempunyai simpati atau empati terhadap pemeran utama wanitanya. Anda juga tidak akan menemukan sesuatu yang lucu setelah mendengar kalimat pembuka. Goldthwait jelas sangat membenci dirinya sendiri sehingga dia perlu diturunkan agar merasa lebih baik - bahkan jika karakter imajinernya sendiri yang dia turunkan. <br /><br />Jika Anda pernah menonton Shakes the Clown, Anda pasti tahu betapa tidak lucunya Bobcat 15 tahun yang lalu...film ini lebih buruk. Itu bahkan tidak lucu secara kebetulan. Ini menyedihkan, menyedihkan dan hanya membuang-buang waktu. Semoga tangan Goldthwaits menjadi lumpuh sehingga dia tidak dapat menulis naskah lagi. Pukul lidahnya agar dia tidak bisa mendiktekan adegan tidak lucu lainnya. Dia sedih dan menyedihkan dan perlu memberi ruang bagi bakat baru yang ingin masuk ke Hollywood",negative
"Di New Orleans, seorang imigran ilegal merasa sakit dan meninggalkan permainan poker sambil memenangkan penjahat kecil-kecilan Blackie (Walter Jack Palance). Dia dikejar oleh Blackie dan anak buahnya Raymond Fitch (Zero Mostel) dan Poldi (Guy Thomajan), dibunuh oleh Blackie dan tubuhnya dibuang ke laut. Selama otopsi, anggota keluarga Letnan Komandan Dr. Clinton Reed (Richard Widmark) dari Layanan Kesehatan Masyarakat AS menemukan bahwa orang yang meninggal tersebut menderita wabah pneumonia yang disebabkan oleh tikus dan dia perlu mencari tahu siapa yang melakukan kontak apa pun dengan pria tersebut dalam waktu empat puluh delapan jam untuk menghindari epidemi. Walikota menugaskan Kapten Tom Warren (Paul Douglas) yang skeptis untuk membantu Dr. Clint menemukan pembunuh yang tertular wabah dan menginokulasi mereka.<br /><br />""Panic in the Streets"" mengungkapkan cerita sederhana, namun tetap efektif dan dengan penjahat yang hebat. Plot yang menarik belum tertanggal setelah lima puluh tujuh tahun. Jack Palance menampilkan bajingan tercela dalam debutnya, dan kerja kamera saat dia mencoba melarikan diri dengan Zero Mostel masih sangat mengesankan. Suara saya tujuh.<br /><br />Judul (Brasil): ""Pânico nas Ruas"" (""Kepanikan di Jalanan"")",positive
"Kotaknya adalah alasan saya pertama kali mengambil film ini dan bagian belakangnya adalah alasan saya menyewanya. Namun saya segera mengetahui bahwa saya telah ditipu. Saya pikir film ini akan menjadi seperti kesepakatan Road Trip/Eurotrip/American Pie. Tapi saya salah. Film ini adalah salah satu film paling bodoh yang pernah saya lihat dalam waktu yang lama. Versi tanpa rating menggoda Anda untuk menontonnya tetapi akan mengecewakan Anda sepenuhnya. Aktingnya buruk dan efek suaranya mencolok. Tampaknya anggarannya sangat rendah dengan seluruh pengaturan berlangsung di gedung yang sama. Keluarlah dan dapatkan Eurotrip atau Road Trip sebagai gantinya. Saya tidak percaya National Lampoon mencantumkan namanya di sini. JANGAN BELI, JANGAN MENYEWANYA. Jangan buang 2 jam hidup Anda untuk hal ini.",negative
"Ada banyak film dokumenter yang pernah saya tonton yang memperlihatkan bahwa hukum berada di pihak yang salah - The Thin Blue Line dan Paradise Lost muncul di benak saya terlebih dahulu. Tapi ini adalah film pertama yang membuatku marah setelah menontonnya. Tampak sangat jelas bagi saya dari bukti yang disajikan dalam film ini bahwa apa yang terjadi di Waco setidaknya merupakan tindakan yang tidak profesional dan ceroboh di pihak FBI dan AFI, dan yang paling buruk adalah tindakan pembunuhan. Seperti kebanyakan orang, ketika pengepungan di Waco terjadi, saya berasumsi bahwa David Koresh adalah orang gila yang sangat jahat dan memimpin aliran sesat yang kejam. Setelah melihat ini, menurut saya Koresh kemungkinan besar adalah orang yang sedikit tidak seimbang dan bingung yang secara tidak sengaja menarik perhatian pemerintah AS melalui tindakan eksentriknya. Tentu saja, ada banyak senjata di kompleks Cabang Davidian. Tapi tidak ada satupun yang ilegal. Sungguh memilukan melihat rekaman video orang-orang di dalam kompleks, semuanya tampak sangat baik dan tidak berbahaya. Dan sungguh menyedihkan melihat kesaksian yang tidak berperasaan dari orang-orang yang bertanggung jawab atas pasukan pemerintah di lokasi Waco, kesaksian Janet Reno yang tidak mengerti apa-apa, dan pembelaan partisan atas serangan terhadap Waco, sebuah pembelaan yang dipimpin oleh beberapa komite Demokrat. Yang paling menonjol dalam pikiran saya adalah perwakilan NY dan senator AS saat ini dari NY Charles Schumer. Saya memilih pria tersebut ketika saya tinggal di negara bagian NY - saya seorang Demokrat, dan juga cukup berhaluan kiri. Setelah melihat tindakannya di komite ini, saya berharap bisa kembali ke masa lalu dan memilih D'Amato! Bagi siapa pun yang tertarik dengan pemerintahan, ini adalah film yang sangat penting dan harus ditonton. Saya bahkan berpikir ini harus ditunjukkan di kelas - itu penting.",positive
"Saya menonton film ini tadi malam dan menganggapnya layak. Saya kira Anda akan mengatakannya saat itu. Beberapa adegan dengan pasukan operasi khusus keren, dan beberapa pengambilan gambar lokasi sangat otentik. Saya tidak akan memasukkan film ini ke dalam koleksi DVD saya tetapi cukup adil untuk merekomendasikan untuk disewa. Saya kira tidak ada yang membuat film ini berada pada level lain dibandingkan dengan film lain dalam genre yang sama. Aksinya bagus, aktingnya lumayan, wanitanya sangat menggoda dan eksotik menurutku, dan ceritanya cukup menarik. 7 dari sepuluh",positive
"Ya, saya menyebutnya film yang sempurna. Tidak ada satu detik pun yang membosankan, pemeran fantastis yang sebagian besar terdiri dari aktris dan aktor yang kurang dikenal, serangkaian karakter hebat yang semuanya terdefinisi dengan baik dan semuanya memiliki motif yang dapat dimengerti yang dapat saya simpati, pencahayaan sempurna, fotografi hitam putih yang tajam, soundtrack yang pas, desain set yang cerdas dan harmonis, serta cerita yang menarik dan berhasil. Ini adalah salah satu gambar berkualitas prima yang menjadi kebanggaan Hollywood, sebuah pencapaian yang harus diusahakan semua orang.<br /><br />Barbara Stanwyck sungguh menakjubkan. Tidak ada yang tidak bisa dilakukan aktris ini, dan dia selalu bersikap santai dalam sisi melodramatis. Tidak ada ledakan histeris terhadap wanita ini - Saya selalu berpikir dia adalah aktris yang lebih baik daripada dewi layar seperti Bette Davis atau Joan Crawford, dan film ini membenarkan pendapat saya. Selalu sekuat paku dan pada saat yang sama menyampaikan perasaan yang sebenarnya. Dapat dikatakan bahwa ia juga mendapatkan banyak peran bagus selama karirnya yang panjang, dan yang satu ini adalah yang paling tidak menarik.<br /><br />Judulnya sangat cocok dengan film ini. Ini tentang keinginan, keinginan manusia yang saya rasa semua orang bisa mengerti. Sebenarnya, tidak ada seorang pun yang terlihat licik dalam film ini, semua karakter bertindak berdasarkan dorongan hati, semua orang ingin bahagia tanpa menyakiti orang lain. Fakta menyedihkan bahwa hal ini seringkali berujung pada komplikasi menjadikan konten dramatis yang tidak akan saya bahas di sini.<br /><br />Saya menyukai apa yang disampaikan film ini tentang masa muda, tentang kedewasaan, dan perlunya berkompromi. Film yang paling saya kaitkan dengan film ini adalah Shadow of a Doubt karya Alfred Hitchcock, yang menciptakan suasana serupa Kota Kecil Amerika yang diidealkan sekaligus karikatur. Ceritanya memiliki kemiripan tertentu dengan film Clash by Night karya Fritz Lang yang jauh lebih keras, yang dibuat satu tahun sebelumnya, di mana Stanywck membintangi bagian serupa. Saya juga dapat merekomendasikannya.",positive
"Saya ingin tahu apakah ada yang tahu bagaimana saya bisa mendapatkan salinan film ""Itulah Jalannya Dunia"". Sudah sekitar 30 tahun sejak saya menonton film ini, dan saya ingin menontonnya lagi. Earth Wind & Fire melampaui negara secara global dengan musik dan tema inspiratifnya. Sangat disayangkan bahwa grup ini tidak berkembang seperti rekan-rekan mereka di awal tahun 70an, namun seperti yang disebutkan sebelumnya, ketegangan rasial terjadi di Amerika Serikat yang melarang paparan yang setara untuk grup musik Afrika-Amerika. Senang rasanya melihat Earth Wind & Fire melanjutkan kesuksesannya. Saya ingin menambahkan film ini ke koleksi saya. Seseorang tolong bantu saya jika memungkinkan. Terima kasih atas perhatian Anda. Milton Shaw",positive
"Saya menonton film ""Hoot"" dan kemudian saya langsung memutuskan untuk mengomentarinya. Faktanya adalah ALAM membutuhkan perlindungan dari kita karena kita adalah spesies dominan di planet ini. Beberapa orang berpikir jika mereka mempunyai uang, mereka dapat melakukan apapun yang mereka mau, dan mungkin memang seperti itu, tapi jika mereka lebih memikirkan masa depan maka mereka memikirkan diri mereka sendiri maka mereka akan melakukan sesuatu yang berguna! Film ini bukan hanya tentang anak-anak, film ini menunjukkan kepada kita bahwa anak-anak biasanya lebih peduli terhadap hal tersebut daripada orang dewasa. Saat aku berumur dua belas tahun, aku melihat beberapa bunga teratai dan aku tahu mereka dilindungi oleh hukum dan bahkan tidak berani menyentuhnya bukan karena takut akan hukum, tapi karena takut aku akan menyakiti mereka. (Saat ini saya berusia 15 tahun) Apa pun itu, aktingnya sangat bagus, 3 karakter utama ditafsirkan dengan baik dan kita semua harus belajar dari mereka. Saya harap Anda semua berpikir tentang apa yang Anda lihat di film itu!!! dan Nikmati!",positive
"Saya punya beberapa keraguan tentang film ini, saya pikir itu akan menjadi film biasa --- film formula tentang Natal. Berada di tengah gelombang panas pada akhir bulan Juni, kami memutuskan untuk tetap mencobanya, mungkin kami akan melihat sedikit salju.<br /><br />Film ini ternyata mengundang tawa. Ben Affleck memang bisa dipercaya dengan karakternya, tapi bintang sebenarnya dari film ini adalah James Gandofini. Dia menyampaikan dialognya dengan sangat cerdas dan menjadi ""ayah"" yang hebat.<br /><br />Jika Anda ingin bersenang-senang selama beberapa jam, lihatlah yang ini.",positive
"Ketika saya pertama kali melihat film ini sekitar 6 bulan yang lalu, saya menganggapnya menarik, tetapi tidak lebih dari itu. Tapi itu melekat pada saya. Minat itu tumbuh dan berkembang, dan saya bertanya-tanya apakah kebosanan dan tanggapan awal saya lebih berkaitan dengan kualitas VHS sebenarnya daripada film itu sendiri. Saya membeli set kotak DVD Criterion, dan ternyata saya benar untuk kedua kalinya. Alexander Nevsky adalah film yang bagus. Film ini menggembirakan, dan saya yakin film ini berhasil mencapai tujuan utamanya: propaganda melawan Jerman.<br /><br />Itu adalah kritik paling umum terhadap film ini, dan terhadap Eisenstein, bahwa film ini hanya sekedar propaganda dan bukan yang lain. Itu tidak benar. Dia adalah seniman film yang luar biasa, salah satu orang terpenting yang pernah hidup. Saat ini, dunia sudah jauh melampaui Joseph Stalin untuk dapat melihat film-film Eisenstein sebagai karya seni.",positive
"Focus adalah film hebat lainnya yang dibintangi William H. Macy. Saya pertama kali menemukan Macy di Fargo dan saya telah menonton beberapa filmnya dan dia belum menipu saya. Macy adalah pola dasar ""pria baik yang menyembunyikan sesuatu"". Dalam Focus, ia berperan sebagai Lawrence Newman, seorang yang setia dan pekerja keras, yang menampung ibunya yang cacat di rumah. Adegan ini berlatarkan setelah Perang Dunia II, pada puncak McCarthyisme. Newman adalah kepala Sumber Daya Manusia di sebuah perusahaan yang pada dasarnya anti-Semit. Setelah dia secara tidak sengaja mempekerjakan seorang wanita keturunan Yahudi, dia diminta untuk membeli sepasang kacamata, untuk memperbaiki penglihatannya yang menurun.<br /><br />Luar biasa, tindakan sederhana dengan membeli kacamata mempunyai dampak besar pada kehidupannya dan Gertrude Hart, istrinya (diperankan oleh Laura Dern yang hebat). Ketika film ini terungkap, Newman akan mulai melihat dunia yang berbeda, di mana menjadi seorang Yahudi sama dengan menjadi seekor binatang.<br /><br />Film ini meresahkan karena menunjukkan bahwa menjadi rasis adalah sesuatu yang normal. Pikiran yang mengerikan adalah bahwa di beberapa tempat, hal itu mungkin masih terjadi.",positive
"Dalam ""Brave New Girl,"" Holly berasal dari kota kecil di Texas, menyanyikan ""The Yellow Rose of Texas"" di kompetisi lokal, dan diterima di perguruan tinggi seni bergengsi di Philadelphia. Dari situlah film berkembang menjadi kisah penuh warna tentang persahabatan dan kesetiaan. Saya menyukai film ini. Itu penuh dengan nyanyian, akting, dan karakter yang bagus yang membuatnya terus bergerak dengan kecepatan yang sangat bagus. Aktingnya tentu saja luar biasa. Virginia Madsen dan Lindsey Haun luar biasa, begitu pula Nick Roth. Pengerjaan kamera dilakukan dengan sangat baik dan saya sangat senang dengan bagian akhirnya (Sepertinya sekuel sedang dibuat). Kudos kepada sutradara dan semua orang yang berpartisipasi dalam produksi ini. Sebuah permata di arsip film.",positive
"Meskipun terdapat kampanye iklan yang menyesatkan, film ini ternyata merupakan film klise yang menjengkelkan, film rumah berhantu di bawah standar dengan akhir yang benar-benar tidak masuk akal. Petunjuk #1 untuk semua orang yang mempertimbangkan untuk melihat kalkun ini: Sam Raimi tidak mengarahkannya. Meskipun iklan film tersebut menonjolkan keterlibatannya, sebenarnya dia adalah salah satu dari empat produser. Sangat disayangkan bahwa seseorang yang berbakat seperti Raimi membiarkan namanya digunakan bersama dengan film yang buruk. Saya rasa dia tidak akan pernah mengarahkan hal seperti ini; tugas itu diserahkan kepada Pang Brothers.<br /><br />Skenario untuk film ini sepertinya disusun dari banyak film ""horor"" lainnya, jadi Anda sama sekali tidak akan menemukan konten asli dalam ""The Messengers"". Apa yang kita dapatkan adalah adegan di sana-sini yang diambil langsung dari ""Pulse"", pasangan yang mungkin berasal dari ""The Birds"", satu atau dua dari ""The Other"", dll. Hampir setiap adegan, hampir setiap baris dialog, adalah salah satu yang diangkat dari sejumlah film lainnya. Semuanya menjadikan film ini mudah ditebak sehingga hampir semua orang bisa mengetahui ""akhir yang mengejutkan"" jauh sebelum film itu tiba.<br /><br />Di sini adalah saat yang tepat untuk menunjukkan bahwa kampanye periklanan, yang berpusat pada gagasan bahwa hanya anak-anak yang bisa melihat hantu, tidak ada hubungannya dengan film ini. Faktanya, semua orang bisa melihat hantu. Karakter remaja putri dan ibu pasti melihatnya, bahkan di awal film. Saya yakin siapa pun yang bertanggung jawab atas pemasaran datang dengan kampanye ini karena film tersebut membutuhkan sudut pandang yang unik untuk mendapatkan daya tarik box office, yang sebaliknya tidak ada sama sekali. Sekarang Anda tahu, jadi jangan tertipu! Mungkin yang paling kurang dari film ini adalah chemistry antar aktornya. Itu tidak ada di sana. Semua interaksi terlihat kaku dan canggung. Ditambah dengan cerita usang dan lubang plot yang menggelikan (apa yang dilakukan pria yang membunuh seluruh keluarganya masih bersembunyi di sekitar kota kecil tempat pembunuhan itu terjadi? Tidak adakah yang berpikir untuk mungkin menangkapnya?), semuanya menambah hingga film hantu yang sangat tidak memuaskan yang hanya berhasil mengejutkan siapa pun yang berusia di atas sepuluh tahun dengan tembakan murahan: suara keras, kilatan visual, dan apa pun selain sosok berselimut yang melompat keluar dari lemari dan berteriak ""Boo!"" Yang kami dapatkan kali ini hanyalah film buruk lainnya tentang roh yang berusaha memperingatkan orang agar menjauh dari rumah. Jika ada pesan yang disampaikan ""The Messengers"", itu adalah ""Jangan buang waktu Anda untuk film ini.""",negative
"Film ini menyebalkan. Sesuatu tentang gelombang panas di beberapa negara Eropa, benar-benar sampah. Tidak ada yang menarik dari film ini. mungkin 30 detik berhubungan seks tapi hanya itu. Ada cewek yang sangat menyebalkan yang menumpang bersama orang-orang dan benar-benar membuatku kesal. Film ini benar-benar gegabah dan Anda tidak boleh memaksakan diri untuk menontonnya. Saya menyesal itu sangat membosankan. Saya akan menilainya nol tetapi saya tidak bisa. Tidak ada orang waras yang boleh melihat ini. aku yakin kamu akan menyesali perbuatanku. Bagaimana mereka bisa memikirkan hal seburuk ini. Bahkan pria Misteri pun lebih baik. PRIA MISTERI. Itu menyebalkan. Film itu tidak layak untuk dibuat. benar-benar membuang-buang waktu. Karakter di sini sangat sulit dimengerti dan saya merasa sangat sangat bosan.",negative
"Saya sangat menantikan The Guardian, tetapi ketika saya masuk ke teater, saya sedang tidak berminat untuk menontonnya pada saat itu. Ini seperti Olive Garden - Saya menyukainya, tapi saya harus memiliki pola pikir yang benar untuk menikmatinya secara menyeluruh.<br /><br />Saya tidak begitu yakin apa yang menyurutkan semangat saya. Trailernya terlihat bagus, tapi tema air memberi saya kilas balik buruk ke film Kevin Costner terakhir yang membahas subjek tersebut - Waterworld. Ditambah lagi, meskipun janji yang ditunjukkan Ashton Kutcher dalam The Butterfly Effect, saya masih belum sepenuhnya menjualnya. Sesuatu tentang pria itu membuatku kesal. Mungkin ada hubungannya dengan fitur simiannya.<br /><br />Butuh waktu sekitar dua menit agar rasa takut saya mereda dan keraguan saya hilang. Film ini segera melemparkan kita ke tengah-tengah misi penyelamatan yang menegangkan, dan saya dicengkeram lebih erat daripada facelift oranye yang dilakukan Kenny Rogers. Kekhawatiran saya sempat muncul pada penampilan awal Kutcher karena fakta bahwa terlalu banyak upaya yang dilakukan untuk menggambarkannya sebagai orang yang sangat keren dan memberontak. Kacamata hitam, pria tangguh yang tusuk gigi di mulutnya, dan seringai yang membuat George Clooney bangga? Ya, kami mengerti. Saya benar-benar siap untuk membencinya.<br /><br />Tetapi kemudian dia harus pergi dan memberikan performa yang cukup kuat dan memaksa saya untuk melunakkan pukulan saya. <br /><br />Sialan kau, manusia kera! Dengan memadukan adegan penyelamatan yang menegangkan dan mengasyikkan, drama, humor, dan akting yang solid secara efisien, The Guardian dengan mudah menjadi film yang menurut saya akan dinikmati oleh sebagian besar penonton. Anda bisa berdalih mengenai hal-hal klise, mudah ditebak, dan momen-momen yang jarang terjadi, namun semua itu tidak menghilangkan nilai hiburannya.<br /><br />Saya mempunyai firasat buruk bahwa kecepatannya akan terlalu melambat ketika Costner mulai melatih para pemain muda, namun sebaliknya, sesi latihan mungkin menjadi aspek yang paling menarik dalam film ini. Perenang Penyelamat Penjaga Pantai adalah pahlawan yang kisahnya belum pernah benar-benar ditampilkan di layar lebar, jadi saya merasakan gambaran mendalam tentang apa yang mereka lalui dan betapa sulitnya untuk menjadikannya sangat informatif dan cara yang bagus untuk memperkenalkan penonton kepada kelompok yang kurang dihargai ini.<br /><br />Apakah Anda memiliki apa yang diperlukan untuk menjadi perenang penyelamat? Coba pikirkan - Anda harus menjalankan misi berbahaya di perairan yang dingin, gelap, dan deras, lalu Anda harus melawan disorientasi, kelelahan, hipotermia, dan kekurangan oksigen sambil mencoba membantu orang-orang yang terdampar dan panik yang bergantung pada Anda untuk kelangsungan hidup mereka. Dan jika semua itu belum cukup buruk, terkadang Anda tidak bisa menyelamatkan semua orang sehingga Anda harus membuat keputusan sulit tentang siapa yang hidup dan siapa yang mati.<br /><br />Wah, siapa yang mau semua tanggung jawab itu? Bukan aku! Saya tidak tahu seperti apa sebenarnya orang-orang ini, dan siapa sangka saya akan berterima kasih pada film Ashton Kutcher/Kevin Costner atas pendidikannya? <br /><br />The Guardian tidak hanya melakukan tugasnya dengan baik dalam memberikan penghormatan kepada pahlawan langka ini, namun beruntung bagi kami, The Guardian juga melakukan tugasnya dengan baik dalam menghibur pelanggan yang membayar.<br /><br />Intinya <br /><br />Penonton film yang ingin mengetahui lebih dalam tentang bagaimana rasanya memulai misi penyelamatan yang berani di tengah lautan mungkin ingin memberi kesempatan kepada The Guardian. Saya melihatnya secara gratis, namun jika saya membayar, saya akan merasa mendapatkan hasil yang sepadan dengan uang saya.",positive
"Saat menonton Seven Pounds, saya tidak yakin apa yang harus saya pikirkan karena pratinjaunya masih terbuka untuk memahami apa sebenarnya film itu. Jadi dalam 20 menit pertama Anda benar-benar tersesat dalam alur cerita, tidak tahu apa yang sedang terjadi dan Anda mengira Tim, yang mengaku sebagai Ben, hanyalah orang brengsek. Semua ini berakhir ketika ""twist"", bisa dikatakan, terungkap pada menit-menit terakhir film. Pada dasarnya Tim (will smith) merasa terganggu dan dihantui oleh kecelakaan besar yang dilakukannya yang menyebabkan berakhirnya nyawa tujuh orang. Dengan ini dia memutuskan untuk mencari tujuh orang baru yang sangat membutuhkan bantuan dan pada gilirannya dia memberikan hidupnya.<br /><br />Akting film ini bagus, karena aku merasa akan tetap bekerja keras tidak peduli bagian mana yang dia buat terkesan. Rosario Dawson, bagi saya, ini adalah salah satu film terbaiknya, selain Eagle Eye yang menurut saya cukup bagus. Dia telah mengalami beberapa hal buruk, tetapi dia berhasil dalam film ini. Aktor lain, seperti Woody Harrelson, memiliki peran yang sangat kecil dan peran yang tidak cukup besar untuk memahami karakter tersebut. Meskipun casting filmnya masih bagus.<br /><br />Film ini jelas tidak sesuai ekspektasi saya dan tentu saja kecepatannya jauh lebih lambat dari yang saya harapkan. Namun, filmnya masih cukup bagus. Tidak ada yang terungkap sampai 5 menit terakhir film dan semuanya berjalan sesuai rencana. Sampai saat itu, semuanya tampak seperti kisah cinta yang sia-sia. Pemikiran terakhir tujuh pon = tujuh Bintang.",positive
"Saya melihat Brother's Shadow di Festival Film Tribeca dan menyukainya! Judd Hirsch dan Scott Cohen hebat sebagai ayah dan anak. Film ini mengikuti Scott Cohen dari pembebasan bersyarat di Alaska kembali ke keluarganya di Brooklyn. Dia muncul di sana karena saudara laki-lakinya telah meninggal, dan dia memulai perjalanan untuk perlahan-lahan memperbaiki hubungannya yang terasing dengan istri dan anak saudara laki-lakinya serta ayahnya yang tidak pernah memaafkannya karena telah menjadi kambing hitam dalam keluarga. Kisah ini membawa kita jauh ke dalam hati dan pikiran keluarga ini dan memungkinkan Anda untuk lebih memahami kompleksitas kehidupan mereka. Selain itu, gambaran bisnis pertukangan kayu dan latar belakang Brooklyn menentukan corak potret keluarga yang kaya dan terbuka ini.",positive
"""Mararía"" benar-benar mengecewakan saya. Saya tidak dapat menganggapnya sebagai film yang buruk, namun pengembangannya tampak terlalu terburu-buru dan tidak dapat dipercaya untuk membangkitkan emosi apa pun. Dr Fermín menunjukkan beberapa perilaku aneh yang belum pernah terjadi sebelumnya karena hasrat yang tidak dapat dipahami dari mana asalnya. Maksudku, berapa kali dia ngobrol dengan Mararía?? Mungkin sekali? Selain itu, Mararía tidak pernah tampil sebagai karakter sungguhan, melainkan lebih seperti stereotip film yang hanya perlu ada di filmnya (...atau perlu judul lain?). Beberapa akting terbaik datang dari peran yang tidak terlalu penting dalam cerita, yaitu Marcial, seorang pemabuk yang sub-cerdas namun rendah hati. Tentu saja, pemandangannya, informasi budaya Kepulauan Canary, dan momen-momen ""wow"" lainnya menarik, tetapi film ini kurang dari sebuah film dokumenter (kalau-kalau ini adalah niat sebenarnya), dan yang paling penting, sebagai sebuah drama yang solid.",negative
"Serum berkisah tentang seorang dokter gila yang menemukan serum yang seharusnya dapat menyembuhkan segala penyakit melalui kekuatan pikiran. Sebaliknya, ia menciptakan sejenis monster yang perlu memakan daging dan otak manusia. Dokter gila itu menciptakan beberapa zombie dari mayat dan mempunyai beberapa masalah. Ada petunjuk yang sangat panjang dalam semua aksi dengan banyak adegan yang membuat Anda mengenal karakternya. Keponakan dokter gila itu mengalami kecelakaan mobil dan dokter gila itu mencoba menggunakan serum barunya pada bocah itu. Hasilnya tidak bagus. Ini adalah film kelas C dengan akting OK tetapi beberapa masalah penyutradaraan dan beberapa kesalahan kontinuitas. Tidak banyak aksi zombie dalam game ini dan efeknya, meskipun memadai, tidak istimewa. Anda dapat mempercepat bagian lambat dan menikmati adegan aksi. Hati-hati terhadap ketelanjangan dan bahasa yang buruk.",negative
"cerdas. lucu. cerdas. luar biasa. saya membalik saluran pada suatu malam beberapa tahun yang lalu. menemukan ini dan kebakaran hutan mulai terjadi. aku begadang setiap malam dan merekamnya untuk semua orang yang kukenal. beberapa. seperti 3 orang dari hampir 100 orang yang saya tonton, menurut saya ini tidak sehebat yang saya buat. yang lain tertawa terbahak-bahak hingga mereka menangis dan berterima kasih pada saya di saat yang bersamaan. tolong bantulah dirimu sendiri. lari jangan berjalan. tonton ini dan nikmatilah. kecerdasan dan humor. ini adalah situasi yang saling menguntungkan. saya berharap saya bisa minum teh sore bersamanya dan bertemu dengan komedian yang benar-benar langka yang kita sebagai masyarakat membutuhkan lebih banyak....sanechaos.",positive
"Ini adalah film yang unik, karena ini memberi kita satu-satunya kesempatan untuk melihat Noel Coward muda dalam segala kejayaannya yang ironis. Karena dia tampak begitu pendiam & tidak terikat, dia sempurna untuk peran seorang pria yang tidak dicintai yang tanpa basa-basi memanfaatkan semua orang di sekitarnya. Namun di babak terakhir yang sangat serius (tidak ada kata-kata yang dimaksudkan), ketika Coward harus menjadi seperti Flying Dutchman, dia menjadi kurang nyaman.<br /><br />Tetapi cara dia membuat epigram tidak ada bandingannya, dan Hecht & Macarthur telah memberinya beberapa permata (Macarthur, sungguh -- dialah yang paling cerdas dalam pasangan ini).<br /><br />Film ini diterangi dengan luar biasa oleh Lee Garmes yang hebat, tetapi memiliki sedikit pergerakan kamera selain dari adegan badai. Hecht dan Macarthutr memedulikan satu hal -- menampilkan dialog mereka di layar. (CATATAN: H&M sendiri memiliki akting cemerlang yang berkedip-dan-Anda-akan-merindukan-'em sebagai gelandangan dalam adegan flophouse).<br /><br />Pemain pendukung yang paling menonjol adalah satu-satunya Alexander Woolcott, kolumnis Broadway terkenal dan teman dekat Macarthur dan Coward, yang muncul sebagai salah satu penulis judes yang selalu menunggu di ruang resepsi penerbit Coward.<br /><br />Penasaran bahwa Woolcott setuju untuk membuat film yang jelas-jelas mencerca Algonquin Round Table yang legendaris, di mana ia adalah salah satu pendirinya, dan Macarthur adalah salah satu anggota pendukungnya.<br /><br />The Scoundrel sebenarnya memenangkan Oscar untuk cerita terbaik, meskipun kemenangan itu mungkin lebih disebabkan oleh kehadiran Coward yang mengesankan dibandingkan kecemerlangan apa pun dalam plotnya. Ini Coward, Woolcott, dan dialog yang Anda ingat...",positive
