ulasan,sentiment,ulasan_bersih,label
"Saya sangat menyukai Salman Kahn jadi saya sangat kecewa saat melihat film ini. Plotnya tidak banyak dan apa yang mereka miliki tidak begitu menarik. Namun Salman terlihat bagus dalam film tersebut, tampak muda dan segar tetapi sepadan dengan harga DVD ini. Musiknya tidak buruk, cukup bagus. Biasanya film India berdurasi setidaknya dua hingga tiga jam tetapi ini adalah film yang sangat pendek untuk sebuah film India. Aktris Amerika yang berperan dalam film tersebut berasal dari serial televisi Heroes, Ali Larter. Aktingnya memiliki banyak hal yang diinginkan. Namun dia memang terlihat bagus dalam balutan gaun India yang dikenakannya. Secara keseluruhan filmnya tidak memiliki banyak hal yang diinginkan dan saya berharap Salman tampil lebih baik di film berikutnya. Terima kasih.",negative,menyukai salman kahn kecewa plotnya miliki menarik salman bagus muda segar sepadan harga dvd musiknya buruk bagus india berdurasi jam pendek india aktris amerika berperan berasal serial televisi heroes ali larter aktingnya memiliki bagus balutan gaun india dikenakannya filmnya memiliki berharap salman tampil terima kasih,0
"Saya tidak yakin mengapa produser perlu menukar nama franchise film yang cukup sukses karena judulnya menunjukkan bahwa itu adalah sekuel dari tiga film pertama..padahal sebenarnya bukan. Meskipun Marques Houston muncul di ""HP3"", dia memainkan karakter yang sama sekali berbeda (dia delapan tahun lebih tua) dalam film ini. Oke...jadi Reid dan Martin bukanlah yang paling berbakat dan tidak bisa membuat film sendirian..tetapi untuk berdagang di waralaba HP menurut saya mungkin ada semacam referensi (walaupun kecil) ke film-film sebelumnya. Saya yakin semua orang yang ingin menontonnya telah ""ditipu""--berpikir bahwa mereka sedang menonton sekuelnya--bukan film yang sama sekali berbeda dengan nama yang familiar. Dan saya minta maaf...Kym Whitley tidak lucu, dan tidak bisa menandingi mendiang Robin Harris, Ketty Lester, atau DC Curry di film-film sebelumnya. Meskipun Meagen Good dan Mari Morrow adalah pengalih visual yang substansial...Saya harus memberikan ini THUMBS DOWN!! Memberi nama film ""Down to the Last Minute"" saja sudah cukup. Selain itu, Hudlin bersaudara (yang memproduseri tiga film pertama) tidak terlibat dalam pembuatan film ini.",negative,produser menukar nama franchise sukses judulnya sekuel marques houston muncul hp memainkan karakter berbeda delapan tahun tua oke reid martin berbakat berdagang waralaba hp referensi menontonnya ditipu berpikir menonton sekuelnya berbeda nama familiar maaf kym whitley lucu menandingi mendiang robin harris ketty lester dc curry meagen good mari morrow pengalih visual substansial thumbs down nama down to the last minute hudlin bersaudara memproduseri terlibat pembuatan,0
"Film ini bekerja dengan beberapa alur cerita yang paling mudah ditebak dan karakter dangkal yang pernah dilihat. Penulis jelas membeli buku pedoman ""Cara menulis film bencana luar angkasa"" dan mengikutinya permainan demi permainan. Secara khusus, penggunaan stereotip astronot yang berbicara dengan orang yang mereka cintai dari luar angkasa - menampilkan pertunjukan berani saat menghadapi bencana - telah dilakukan berkali-kali.<br /><br />Max Q tampaknya ditulis dengan harapan bahwa produser akan mengeluarkan $50 juta untuk proyek tersebut. Tapi, dilihat dari paruh kedua film yang berisi banyak upaya lemah dalam efek khusus, produser hanya bisa mengumpulkan $50 ribu. Mengetahui bahwa film tersebut dinominasikan untuk Emmy ""Efek Visual Khusus"" membuat saya benar-benar terkesima.<br /><br />Saya pikir segelintir siswa sekolah menengah atas yang lulus dalam Studi Media bisa menciptakan efek yang lebih dapat dipercaya!<br /><br />Dan lubang plotnya terlalu banyak untuk disebutkan. Tapi saya akan memilih satu sebagai contoh. Sekarang, saya bukan ahli NASA, tapi tentunya sangat tidak masuk akal jika seorang pekerja yang bekerja pada simulator pesawat ulang-alik tiba-tiba memegang posisi berkuasa di ruang kendali ketika segala sesuatunya mulai berjalan seperti buah pir dengan program tersebut. Tentunya ada seseorang yang lebih berpengalaman di Mission Control yang akan dipanggil oleh Direktur Program daripada seorang berusia dua puluh sembilan tahun yang belum pernah berada di ruang kontrol sebelumnya.<br /><br />Satu-satunya anugrah untuk film ini adalah karya Bill Campbell. Dia berhasil melakukan upaya yang baik untuk menyelamatkan sesuatu dari kecelakaan kereta api, itulah naskah ini.<br /><br />Saya memberi film ini 2 dari 10, dengan karya Bill Campbell yang di atas rata-rata sebagai peran utama menyelamatkannya dari nilai yang lebih rendah.",negative,alur cerita mudah ditebak karakter dangkal penulis membeli buku pedoman menulis bencana angkasa mengikutinya permainan permainan penggunaan stereotip astronot berbicara cintai angkasa menampilkan pertunjukan berani menghadapi bencana berkali max ditulis harapan produser mengeluarkan juta proyek paruh berisi upaya lemah efek produser mengumpulkan ribu dinominasikan emmy efek visual terkesima pikir segelintir siswa sekolah menengah lulus studi media menciptakan efek dipercaya lubang plotnya memilih contoh ahli nasa akal pekerja simulator pesawat ulang alik memegang posisi berkuasa ruang kendali berjalan buah pir program berpengalaman mission control dipanggil direktur program berusia puluh sembilan tahun ruang kontrol satunya anugrah karya bill campbell berhasil upaya menyelamatkan kecelakaan kereta api naskah karya bill campbell rata rata peran utama menyelamatkannya nilai rendah,0
"Caddyshack Two adalah film yang bagus tetapi dibandingkan dengan aslinya, film ini tidak bisa dibandingkan. Robert Stack adalah pengganti yang buruk untuk Ted Knight dan Jackie Mason, sementara yang lucu tidak bisa bersaing dengan Rodney Dangerfield. Ty Webb lucu, menjadi satu-satunya karakter dari aslinya. Sebagian besar karakter lain dalam film tersebut tidak memiliki kekuatan seperti aslinya (Henry Wilcoxon misalnya) kecuali pengacara Peter Blunt yang histeris dan lucu, yang diperankan oleh Randy Quaid. Setiap kalimat yang diucapkannya mengingatkanku pada humor aslinya, terutama adegan di kantornya (aku tidak mau mengajukan tuntutan hukum atau mosi. Aku mencari tahu di mana kamu tinggal dan datang ke rumahmu dan mendobrak pintu rumahmu dengan tongkat baseball, membuat api unggun dengan chippindale, mungkin memanggang golden retriever itu (arff arff arff) lalu memakannya. Lalu aku ke atas junior, dan aku menarik piyama saudara-saudaramu di sungai, dan menjejalkan BMW baru Anda, bersiaplah **! Apakah kami memiliki pemahaman?). Namun yang mengimbangi peran kecilnya adalah Dan Acroyd, yang jelas bukan pengganti Bill Murray. Suaranya sangat menjengkelkan dan semua yang dia lakukan bahkan tidak lucu, hanya bodoh. Secara keseluruhan Caddyshack II adalah film yang bagus, tetapi jika dibandingkan dengan film aslinya yang mengagumkan, film ini tidak bisa memotongnya.",negative,caddyshack two bagus dibandingkan aslinya dibandingkan robert stack pengganti buruk ted knight jackie mason lucu bersaing rodney dangerfield ty webb lucu satunya karakter aslinya karakter memiliki kekuatan aslinya henry wilcoxon kecuali pengacara peter blunt histeris lucu diperankan randy quaid kalimat mengingatkanku humor aslinya adegan kantornya mengajukan tuntutan hukum mosi mencari tinggal rumahmu mendobrak pintu rumahmu tongkat baseball api unggun chippindale memanggang golden retriever arff arff arff memakannya junior menarik piyama saudara saudaramu sungai menjejalkan bmw bersiaplah memiliki pemahaman mengimbangi peran kecilnya acroyd pengganti bill murray suaranya menjengkelkan lakukan lucu bodoh caddyshack ii bagus dibandingkan aslinya mengagumkan memotongnya,0
"Sejujurnya - film pendek ini jelek. boneka yang digunakan dalam adegan nekro dibuat dengan cukup baik tetapi masih terlihat cukup palsu sehingga merusak pengalaman menonton. DVD Unearthed tajam dan jernih dan saya belum memutuskan apakah ini membantu atau menghalanginya. Jika filmnya sedikit kasar, hal itu mungkin menambah ""faktor menyeramkan"" pada apa yang sedang terjadi. Saya tidak tahu mengapa film ini memiliki begitu banyak hype di sekitarnya selain pokok bahasannya - tapi sejujurnya adegan nekrofilia di film-film seperti NEKROMANTIK dan VISITOR Q antara lain, lebih mengejutkan daripada di AFTERMATH. Semua pembicaraan tentang film tentang kesepian dan segala macam filosofi mendalam lainnya adalah omong kosong. Ini adalah kotoran yang mahal dan difilmkan dengan indah. Ini tidak terlalu mengejutkan, juga tidak terlalu menjijikkan. jika Anda bersikeras untuk melihatnya - sewalah. Saya memberi nilai 3 karena fakta bahwa tidak banyak orang yang membuat film eksplisit tentang nekrofilia (pastinya ada lebih banyak pilihan bagi kami yang sakit;) - pembuatan filmnya bagus dan memang ada ""darah kental"" (jika menonton boneka yang terlihat seperti karet dibelah dianggap darah kental...) tapi selain itu - sama sekali tidak ada gunanya untuk kekacauan yang berlebihan ini. Di sisi lain - GENESIS - ""sekuel"" Cerda dari AFTERMATH (sekarang tersedia sebagai ""fitur ganda"" yang dirilis oleh film Unearthed) adalah mahakarya mutlak dari sebuah film pendek, benar-benar menunjukkan betapa bagusnya sutradara Cerda ketika diberikan materi yang tepat. Meskipun aku sama sekali tidak peduli dengan AFTERMATH, GENESIS dibuat dengan sangat baik sehingga aku akan memaafkan Cerda dan pasti mengawasinya di masa depan...",negative,sejujurnya pendek jelek boneka adegan nekro palsu merusak pengalaman menonton dvd unearthed tajam jernih memutuskan membantu menghalanginya filmnya kasar menambah faktor menyeramkan memiliki hype pokok bahasannya sejujurnya adegan nekrofilia nekromantik visitor mengejutkan aftermath pembicaraan kesepian filosofi mendalam omong kosong kotoran mahal difilmkan indah mengejutkan menjijikkan bersikeras sewalah nilai fakta eksplisit nekrofilia pastinya pilihan sakit pembuatan filmnya bagus darah kental menonton boneka karet dibelah dianggap darah kental gunanya kekacauan sisi genesis sekuel cerda aftermath tersedia fitur ganda dirilis unearthed mahakarya mutlak pendek betapa bagusnya sutradara cerda materi peduli aftermath genesis memaafkan cerda mengawasinya,0
"Saya pikir Mukhsin telah ditulis dengan luar biasa. Ini bukan hanya tentang hiburan. Ada banyak sekali pesan halus yang menurut saya ingin disampaikan oleh Yasmin. Dan ya, ini mungkin membingungkan sebagian dari Anda (terutama jika Anda tidak menonton Sepet dan/atau Gubra sebanyak 76 kali).<br /><br />Saya yakin Anda memperhatikan bagaimana mereka menggunakan karakter dari dua film sebelumnya, bukan? Sungguh ironis bagaimana karakternya berhubungan. Seperti tetangga yang suka memerintah adalah pelacur dari Gubra itu. Dan cewek di snooker pad ternyata adalah orang yang religius dan istri dari pria saleh di masa depan. <br /><br />Dan aku sangat menyukai sulih suaranya. Itu kasar namun segar. Seperti saat mereka memotret papan nama Rumah Tumpangan Gamin, lalu tiba-tiba terdengar suara Mukhsin yang mengucapkan 'Bismillahhirrahmannirrahim..' (adegan saat dia memanjat pohon).<br /><br />Itu menangkap sikap orang Malaysia (dan dengan nada halus, terkekeh melihat betapa menyedihkannya hal itu) yang digambarkan dalam karakter tersebut. Misalnya, bahkan anak-anak pun bisa berlidah tajam (lengkap dengan suara melengking yang mengganggu) dan bermulut buruk sepanjang film. Dan bagaimana Anda bisa menjadi orang yang sibuk dan berbicara tentang orang-orang, ketika hidup Anda sendiri tidak beres. <br /><br />Yang bisa kukatakan adalah, film ini benar-benar memenuhi ekspektasiku, bahkan melebihi ekspektasiku. <br /><br />Itu membuat saya terpaku pada layar, saya bahkan tidak bisa mengalihkan pandangan darinya. Bahkan untuk bermesraan di bioskop pun tidak. Ha ha.",positive,pikir mukhsin ditulis hiburan pesan halus yasmin membingungkan menonton sepet gubra memperhatikan karakter sungguh ironis karakternya berhubungan tetangga suka memerintah pelacur gubra cewek snooker pad religius istri pria saleh menyukai sulih suaranya kasar segar memotret papan nama rumah tumpangan gamin terdengar suara mukhsin bismillahhirrahmannirrahim adegan memanjat pohon menangkap sikap malaysia nada halus terkekeh betapa menyedihkannya digambarkan karakter anak anak berlidah tajam lengkap suara melengking mengganggu bermulut buruk sibuk berbicara hidup beres kukatakan memenuhi ekspektasiku melebihi ekspektasiku terpaku layar mengalihkan pandangan darinya bermesraan bioskop ha ha,1
"Saya sama sekali bukan penggemar golf. Pada tanggal 26 Mei sekitar pukul 22.30 film dimulai dengan adegan di akhir tahun 1800-an. Film-film lama yang saya suka tapi bukan golf, dalam adegan pertama seorang anak laki-laki (Harry Vardon) dibangunkan oleh suara-suara laki-laki. Dia pergi ke luar untuk menanyakan apa yang mereka lakukan dan diberitahu bahwa mereka akan membuat sesuatu untuk golf... Jadi, kemudian saya mematikan televisi tetapi ada sesuatu yang menggugah saya dan televisi kembali menyala. Filmnya luar biasa. Kita kemudian melihat anak laki-laki ini sekarang menjadi seorang laki-laki; pemain golf profesional yang dihantui oleh visi masa kecilnya. Kemudian kita bertemu dengan fokus sebenarnya dari film Francis dan keputusan yang dia buat untuk golf. Anda bertemu ibu dan ayahnya yang ingin melindunginya dari hal kelas yang terlihat jelas selama periode tersebut. Lalu ada Eddie Lowery kecil yang menjadi caddy-nya dengan kata-kata penyemangat dan sedikit dorongan yang berperan penting dalam kemenangan Francis. Tidak ingin memberi terlalu banyak. Saya bangun sampai jam 2 pagi. Ini super, silakan lihat filmnya.",positive,penggemar golf tanggal mei adegan tahun an suka golf adegan anak laki laki harry vardon dibangunkan suara suara laki laki pergi lakukan diberitahu golf mematikan televisi menggugah televisi menyala filmnya anak laki laki laki laki pemain golf profesional dihantui visi kecilnya bertemu fokus francis keputusan golf bertemu ayahnya melindunginya kelas periode eddie lowery caddy penyemangat dorongan berperan kemenangan francis bangun jam pagi super silakan filmnya,1
"Saat melihat permata Tobe Hooper, Crocodile, pada tahun 2000, saya mengembangkan minat yang besar pada ceruk perguruan tinggi/buaya dari genre eksploitasi/monster. Saya menantikan produser yang bandel untuk menindaklanjuti dengan beberapa sekuel dari kebaikan kamp yang menyenangkan ini. Andai saja Ed Wood dapat menghadirkan bakat dan martabatnya yang halus ke dalam naskah yang luar biasa ini. Dengan Ed yang menulis naskahnya, dan ruangan yang penuh dengan monyet yang menciptakan efek khusus buaya di komputer, yang kita perlukan hanyalah pemeran makanan ternak crocky dengan payudara Russ Meyer dan implan dada Ren Hoek.<br /><br />Sementara karya crocky Tobe Hooper merujuk pada filmnya sendiri, Blood Surf memilih untuk menampilkan banyak tema kuno dari banyak film lain. Lihat apakah Anda dapat melihat melampaui set sekuel Revenge of the Nerds untuk menemukan kiasan/penghormatan?/rip-off ke Jaws, Temple of Doom, Indiana Jones' Last Crusade, The Convent, Godzilla 2000, dan film James Bond lainnya. Selain itu, cobalah mencari adegan yang siap ditayangkan di TV saat editornya menyerah dalam memahami stoknya.<br /><br />Saya kecewa karena tempayan tersebut tidak sempat mencoba sotto voce tenornya dengan solilokui tentang lingkungan hidup...atau apresiasi yang berlebihan, namun Kapten Ahab yang pura-pura dalam cerita ini benar-benar mendapatkan pidato tour de force-nya. Mungkin, di tahun-tahun mendatang, kita akan melihat tempayan berlari kencang setelah baku tembak menuju matahari terbenam yang keemasan. Atau mudah-mudahan, seekor monyet akan membuang crocky ke toilet stasiun ruang angkasa internasional untuk orang-orang kerdil dan menikmati waltz eksploitatif dari pertumpahan darah monyet/cebol/buaya zero-G.<br /><br />Secara keseluruhan, tidak adanya whammy bar dalam musik selancar membuat saya kesal.",negative,permata tobe hooper crocodile tahun mengembangkan minat ceruk perguruan tinggi buaya genre eksploitasi monster produser bandel menindaklanjuti sekuel kebaikan kamp menyenangkan andai ed wood menghadirkan bakat martabatnya halus naskah ed menulis naskahnya ruangan penuh monyet menciptakan efek buaya komputer perlukan pemeran makanan ternak crocky payudara russ meyer implan dada ren hoek karya crocky tobe hooper merujuk filmnya blood surf memilih menampilkan tema kuno melampaui set sekuel revenge of the nerds menemukan kiasan penghormatan rip off jaws temple of doom indiana jones last crusade the convent godzilla james bond cobalah mencari adegan ditayangkan tv editornya menyerah memahami stoknya kecewa tempayan mencoba sotto voce tenornya solilokui lingkungan hidup apresiasi kapten ahab pura pura cerita pidato tour de force tahun tahun tempayan berlari kencang baku tembak matahari terbenam keemasan mudah mudahan seekor monyet membuang crocky toilet stasiun ruang angkasa internasional kerdil menikmati waltz eksploitatif pertumpahan darah monyet cebol buaya zero whammy bar musik selancar kesal,0
"Ini mencoba menjadi petualangan epik abad ini. Dan dengan pemeran seperti Shô Kasugi, Christopher Lee, dan John-Rhys Davies, ini benar-benar petualangan B yang sempurna sepanjang masa. Ini sebenarnya adalah petualangan seru dan penuh petualangan yang, meski memiliki kekurangan, tetap menarik minat Anda. Ini pasti terasa sebagai film terbesar bagi orang yang membuatnya. Meski dibuat tahun 90an, namun tidak bernuansa modern. Perasaannya lebih mirip dengan film lama Errol Flynn. Film petualangan besar lagi-lagi menjadi hal yang populer di Hollywood, tetapi saya khawatir perasaan di dalamnya tidak akan pernah sama dengan film-film lama ini. Di sisi lain, ini hanyalah perasaan sebenarnya. Anda tidak bisa membencinya. Menurutku ini film petualangan yang oke. Dan saya sangat menyukai soundtracknya. Sial, aku ingin lagu temanya.",positive,mencoba petualangan epik abad pemeran sh kasugi christopher lee john rhys davies petualangan sempurna petualangan seru penuh petualangan memiliki kekurangan menarik minat terbesar membuatnya tahun an bernuansa modern perasaannya errol flynn petualangan populer hollywood khawatir perasaan dalamnya sisi perasaan membencinya menurutku petualangan oke menyukai soundtracknya sial lagu temanya,1
"The Last Hard Men menemukan James Coburn seorang penjahat yang menjalani hukuman panjang untuk membebaskan diri dari geng berantai. Apakah dia dan teman-temannya menuju perbatasan Meksiko dari penjara dan keamanan. Tidak, mereka tidak melakukannya karena Coburn memiliki misi balas dendam. Untuk membunuh petugas perdamaian yang membawanya masuk dan dalam prosesnya membunuh wanitanya.<br /><br />Petugas perdamaian itu adalah Charlton Heston yang kini sudah pensiun dan dia tahu apa yang diincar Coburn. Saat dia menjelaskannya kepada putrinya, Barbara Hershey, Coburn bersembunyi di gubuk dan terlibat dalam kebuntuan seperti Waco. Wanita India-nya tewas dalam hujan peluru yang ditembakkan. Itu bukan sesuatu yang dia banggakan, dia adalah korban tambahan dalam perburuan.<br /><br />Supaya kita tidak merasa kasihan pada Coburn, dia akan memberi tahu kita dengan baik betapa jahatnya dia sebenarnya. Heston adalah pahlawan pendukungnya yang biasa, tetapi penghargaan akting di The Last Hard Men jatuh ke tangan James Coburn. Dia membuat semua orang keluar dari layar saat dia aktif. <br /><br />Coburn mendapat ide cemerlang untuk memastikan Heston membuntutinya dengan menculik Hershey dan membawanya ke sebuah reservasi di India di mana pihak berwenang kulit putih tidak bisa menyentuhnya. Dia tahu bahwa Heston harus menjadikannya masalah pribadi.<br /><br />Geng Coburn termasuk, Morgan Paull, Thalmus Rasulala, John Quade, Larry Wilcox, dan Jorge Rivero. Heston didampingi oleh Chris Mitchum yang akan menjadi menantu laki-lakinya.<br /><br />The Last Hard Men adalah salah satu film barat yang kejam dan brutal. Andrew McLaglen mengarahkannya dan menurut saya ini mungkin proyek yang awalnya ditujukan untuk Sam Peckinpaugh. Ini jelas menunjukkan banyak pengaruhnya dengan penggunaan gerakan lambat secara liberal untuk menonjolkan kekerasan. Yang ada banyak sekali. <br /><br />Bagi Peckinpaugh lite, The Last Hard Men adalah film Anda.",positive,the last hard men menemukan james coburn penjahat menjalani hukuman membebaskan geng berantai teman temannya perbatasan meksiko penjara keamanan melakukannya coburn memiliki misi balas dendam membunuh petugas perdamaian membawanya prosesnya membunuh wanitanya petugas perdamaian charlton heston pensiun diincar coburn menjelaskannya putrinya barbara hershey coburn bersembunyi gubuk terlibat kebuntuan waco wanita india tewas hujan peluru ditembakkan banggakan korban tambahan perburuan kasihan coburn betapa jahatnya heston pahlawan pendukungnya penghargaan akting the last hard men jatuh tangan james coburn layar aktif coburn ide cemerlang heston membuntutinya menculik hershey membawanya reservasi india berwenang kulit putih menyentuhnya heston menjadikannya pribadi geng coburn morgan paull thalmus rasulala john quade larry wilcox jorge rivero heston didampingi chris mitchum menantu laki lakinya the last hard men salah barat kejam brutal andrew mclaglen mengarahkannya proyek sam peckinpaugh pengaruhnya penggunaan gerakan lambat liberal menonjolkan kekerasan peckinpaugh lite the last hard men,1
"Mungkin karena judulnya, atau trailernya (tentu saja bukan wawancara di DVD, yaitu dengan sutradara yang terus-menerus berkata ""hai, anak-anak"" di depan kamera seperti badut), tapi saya punya ekspektasi agar Entrails of a Virgin setidaknya menjadi sedikit kesenangan kotor dengan beberapa adegan seks yang bagus dan pembunuhan brutal dan berdarah oleh penetrator Jepang yang aneh. Ternyata itu terlalu kotor untuk kebaikannya sendiri, atau keburukannya, atau apa pun. Ada sebuah masalah – dan hal ini juga dapat dilihat dalam film eksploitasi seks Italia Porno Holocaust, yang dalam banyak hal mirip dengan ini – yaitu tidak adanya keseimbangan antara seks dan kekerasan. Terlalu banyak seks akan berubah menjadi pornografi prototipikal, dan bahkan tidak memiliki kualitas produksi yang tinggi dibandingkan dengan kebanyakan film porno profesional! Dan dengan adegan pembunuhan, setidaknya harus ada sedikit taktik, dan mungkin sedikit kecerdikan, dalam menciptakan makhluk/pembunuh/apa pun. Isi perut seorang Perawan tidak mempunyai keduanya. Dapat dikatakan bahwa ini adalah film yang sangat tidak berjiwa, meskipun bukan salah satu film terburuk yang pernah dibuat - film ini dibuat khusus untuk para fetishist Jepang yang suka bertanduk untuk menyerang gadis-gadis yang bermasalah dan pria yang menaruh seluruh otak mereka di kepala 'yang lain'.<br /><br />Dalam hal ini, kami diberikan tim foto di mana para pria mengambil beberapa gambar dari beberapa gadis, tidak ada yang terlalu cabul, dan kemudian melalui kabut tebal mereka menginap di suatu rumah pada suatu malam dan dijemput satu per satu oleh ""A Murderer"" sebagaimana dia dikreditkan. Pertama, sutradara Kazuo 'Gaira' Komizu memutuskan dia harus memasukkan kuota adegan seks acak sejak dini - kita akan disambungkan (atau ditelepon, pilihlah) klip salah satu fotografer yang berhubungan seks dengan satu atau lebih gadis di tempat lain. Sepertinya itu dari film lain. Kemudian setelah menetap di dalam rumah, ada adegan 'gulat' yang koreografi dan pengambilan gambarnya buruk (ya, kita benar-benar perlu melihatnya 'semua' di sana), dan kemudian pemerkosaan dan pembunuhan. Pertama, pemerkosaan yang dilakukan oleh para fotografer, yang menjanjikan gadis-gadis itu pekerjaan sesuai waktu mereka. Kemudian Pembunuh, yang seperti makhluk D'Amato hanya dilumuri lumpur dan diberi wajah bodoh, dan yang karena alasan yang tidak diketahui membunuh laki-laki dan/atau memperkosa perempuan satu per satu.<br /><br />Sekarang, yang terakhir, jika diambil sendiri, harus dianggap sebagai highlight dari film ini. Namun, ini seperti mengatakan bahwa croûton adalah bagian terbaik dari salad yang rasanya tidak enak. Adegan yang mencungkil mata, sebuah paku yang dilempar seperti acara Olimpiade (adegan itu, sebenarnya, agak keren), dan akhirnya, pesona seorang gadis yang terlalu gila seks, yang namanya tidak penting saya tidak dapat mengingatnya. Bahkan *ini* menjadi mengecewakan hanya karena judulnya tidak tepat! Selain itu, adegan seks, yang menjadi membosankan melalui 'Gaira' dan kegemarannya dalam adegan-adegan panjang tanpa potongan di mana segala sesuatunya diburamkan oleh sensor Jepang, disulihsuarakan oleh para aktor (Anda akan berpikir bahwa mereka tampaknya cukup menikmati diri mereka sendiri, oleh karena itu perlu membiarkan mereka 'berbicara' sendiri). Tapi keseluruhan perasaan dari Entrails of a Virgin adalah perasaan kental, yang hanya ada di sana untuk dilongok dan tanpa sedikit pun ketegangan atau horor yang sebenarnya (lihat gadis terakhir yang masih hidup, perawan dalam gambar, mencoba menghentikan si pembunuh untuk mendekatinya, yang berlangsung lima menit saat dia terus melemparkan tongkat ke arahnya!) Anda hanya ingin itu selesai, agar mantra 'Aku benci wanita' mereda atau dihilangkan sama sekali.",negative,judulnya trailernya wawancara dvd sutradara menerus anak anak kamera badut ekspektasi entrails of virgin kesenangan kotor adegan seks bagus pembunuhan brutal berdarah penetrator jepang aneh kotor kebaikannya keburukannya eksploitasi seks italia porno holocaust keseimbangan seks kekerasan seks berubah pornografi prototipikal memiliki kualitas produksi tinggi dibandingkan kebanyakan porno profesional adegan pembunuhan taktik kecerdikan menciptakan makhluk pembunuh isi perut perawan berjiwa salah terburuk fetishist jepang suka bertanduk menyerang gadis gadis bermasalah pria menaruh otak kepala tim foto pria mengambil gambar gadis cabul kabut tebal menginap rumah malam dijemput murderer dikreditkan sutradara kazuo gaira komizu memutuskan memasukkan kuota adegan seks acak disambungkan ditelepon pilihlah klip salah fotografer berhubungan seks gadis menetap rumah adegan gulat koreografi pengambilan gambarnya buruk pemerkosaan pembunuhan pemerkosaan fotografer menjanjikan gadis gadis pekerjaan sesuai waktu pembunuh makhluk amato dilumuri lumpur wajah bodoh alasan membunuh laki laki memperkosa perempuan diambil dianggap highlight cro ton terbaik salad adegan mencungkil paku dilempar acara olimpiade adegan keren pesona gadis gila seks namanya mengingatnya mengecewakan judulnya adegan seks membosankan gaira kegemarannya adegan adegan potongan diburamkan sensor jepang disulihsuarakan aktor berpikir menikmati membiarkan berbicara perasaan entrails of virgin perasaan kental dilongok ketegangan horor gadis hidup perawan gambar mencoba menghentikan si pembunuh mendekatinya menit melemparkan tongkat arahnya selesai mantra benci wanita mereda dihilangkan,0
"Beberapa adegan yang benar-benar mencoba menggambarkan perjuangan revolusioner menyerupai pasukan Pramuka berbulu lebat yang berjalan-jalan di antara lubang-lubang renang. Ketika Sharif atau, tolong Tuhan, Palance mencoba pidato mereka yang berapi-api, mereka terdengar seperti Kurtz menelan serangga. Pameran kecemerlangan strategis ini mencakup peta Kuba yang penuh dengan ikan-ikan yang tersenyum di lautan, dan hipotesis positif Vaudevillian tentang bagaimana Teluk Babi terjadi. Apa manfaatnya bagi kita? Satu adegan kedokteran gigi yang lucu; banyaknya petani Hollywood yang angkuh yang memandang kamera seolah-olah itu adalah kereta yang bergerak; dan, sekedar iseng, sebuah bagian dari homoerotisme yang tidak terbatas pada sikap Castro yang maniak dan tak henti-hentinya melakukan hubungan cerutu. Jangan pernah mempercayai Medved, tetapi bahkan jam yang rusak pun tetap benar dua kali sehari: ini adalah film yang SEJARAH mengerikan.",negative,adegan mencoba menggambarkan perjuangan revolusioner menyerupai pasukan pramuka berbulu lebat berjalan jalan lubang lubang renang sharif tolong tuhan palance mencoba pidato berapi api terdengar kurtz menelan serangga pameran kecemerlangan strategis mencakup peta kuba penuh ikan ikan tersenyum lautan hipotesis positif vaudevillian teluk babi manfaatnya adegan kedokteran gigi lucu banyaknya petani hollywood angkuh memandang kamera olah kereta bergerak sekedar iseng homoerotisme terbatas sikap castro maniak henti hentinya hubungan cerutu mempercayai medved jam rusak sehari sejarah mengerikan,0
